pay_id,direct_labour_or_contractor,training_result,proficiency,multi_skill_or_single_skill,primary_skill,secondary_skill
ENG03281,Direct Labour,Distinction,Beginner,Single Skill,Installation,None
ENG03282,Contractor,Merit,Expert,Multi Skill,Repair,Installation
ENG03283,Direct Labour,Distinction,Beginner,Single Skill,Repair,Service
ENG03284,Contractor,Pass,Expert,Multi Skill,Service,Service
ENG03285,Contractor,Pass,Intermediate,Single Skill,Repair,Service
ENG03286,Contractor,Merit,Beginner,Multi Skill,Service,Installation
ENG03287,Direct Labour,Pass,Intermediate,Multi Skill,Installation,Installation
ENG03288,Direct Labour,Merit,Beginner,Single Skill,Service,None
ENG03289,Contractor,Merit,Expert,Multi Skill,Installation,Service
ENG03290,Direct Labour,Distinction,Expert,Multi Skill,Service,Repair
ENG03291,Contractor,Merit,Expert,Single Skill,Installation,Service
ENG03292,Contractor,Merit,Expert,Single Skill,Repair,Service
ENG03293,Contractor,Distinction,Expert,Single Skill,Installation,None
ENG03294,Direct Labour,Merit,Expert,Multi Skill,Installation,Repair
ENG03295,Contractor,Merit,Intermediate,Multi Skill,Repair,Installation
ENG03296,Contractor,Distinction,Beginner,Single Skill,Installation,None
ENG03297,Direct Labour,Pass,Beginner,Single Skill,Service,Service
ENG03298,Contractor,Distinction,Expert,Multi Skill,Repair,Service
ENG03299,Contractor,Distinction,Beginner,Single Skill,Service,Service
ENG03300,Direct Labour,Pass,Beginner,Single Skill,Service,Repair
ENG03301,Contractor,Pass,Expert,Single Skill,Service,Installation
ENG03302,Direct Labour,Pass,Intermediate,Multi Skill,Installation,None
ENG03303,Contractor,Merit,Intermediate,Multi Skill,Repair,Installation
ENG03304,Direct Labour,Pass,Intermediate,Multi Skill,Installation,Repair
ENG03305,Direct Labour,Distinction,Intermediate,Multi Skill,Service,Service
ENG03306,Direct Labour,Distinction,Intermediate,Single Skill,Repair,None
ENG03307,Contractor,Merit,Beginner,Single Skill,Installation,Installation
ENG03308,Direct Labour,Pass,Beginner,Multi Skill,Installation,Service
ENG03309,Contractor,Pass,Expert,Multi Skill,Repair,Installation
ENG03310,Direct Labour,Distinction,Beginner,Multi Skill,Installation,Service
ENG03311,Contractor,Pass,Expert,Single Skill,Service,None
ENG03312,Direct Labour,Pass,Intermediate,Multi Skill,Service,None
ENG03313,Contractor,Pass,Intermediate,Multi Skill,Repair,None
ENG03314,Contractor,Pass,Beginner,Multi Skill,Service,Installation
ENG03315,Contractor,Distinction,Intermediate,Multi Skill,Installation,None
ENG03316,Contractor,Merit,Beginner,Single Skill,Installation,Repair
ENG03317,Contractor,Pass,Intermediate,Multi Skill,Service,Repair
ENG03318,Direct Labour,Pass,Intermediate,Multi Skill,Installation,Service
ENG03319,Contractor,Pass,Beginner,Single Skill,Repair,Repair
ENG03320,Contractor,Merit,Expert,Multi Skill,Service,Repair
ENG03321,Direct Labour,Distinction,Beginner,Single Skill,Installation,Repair
ENG03322,Direct Labour,Merit,Intermediate,Single Skill,Service,None
ENG03323,Contractor,Pass,Intermediate,Single Skill,Installation,Repair
ENG03324,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,Repair
ENG03325,Contractor,Distinction,Intermediate,Multi Skill,Installation,None
ENG03326,Direct Labour,Distinction,Intermediate,Single Skill,Repair,Installation
ENG03327,Contractor,Distinction,Beginner,Single Skill,Repair,Repair
ENG03328,Contractor,Distinction,Expert,Multi Skill,Service,Installation
ENG03329,Contractor,Pass,Expert,Multi Skill,Installation,Repair
ENG03330,Direct Labour,Pass,Intermediate,Multi Skill,Service,Service
ENG03331,Contractor,Distinction,Beginner,Single Skill,Repair,None
ENG03332,Contractor,Distinction,Expert,Single Skill,Repair,Installation
ENG03333,Contractor,Merit,Expert,Single Skill,Service,Service
ENG03334,Direct Labour,Pass,Intermediate,Multi Skill,Installation,Repair
ENG03335,Direct Labour,Distinction,Beginner,Single Skill,Service,Service
ENG03336,Direct Labour,Pass,Expert,Single Skill,Service,Service
ENG03337,Direct Labour,Distinction,Expert,Multi Skill,Repair,Service
ENG03338,Direct Labour,Merit,Beginner,Multi Skill,Service,None
ENG03339,Contractor,Distinction,Intermediate,Single Skill,Repair,None
ENG03340,Contractor,Distinction,Beginner,Single Skill,Repair,Repair
ENG03341,Direct Labour,Pass,Expert,Multi Skill,Repair,Repair
ENG03342,Contractor,Pass,Beginner,Single Skill,Service,Service
ENG03343,Direct Labour,Distinction,Expert,Single Skill,Service,Service
ENG03344,Direct Labour,Pass,Beginner,Single Skill,Repair,Installation
ENG03345,Direct Labour,Pass,Intermediate,Single Skill,Service,Service
ENG03346,Direct Labour,Pass,Beginner,Single Skill,Service,None
ENG03347,Contractor,Pass,Beginner,Single Skill,Repair,Service
ENG03348,Contractor,Merit,Expert,Multi Skill,Service,None
ENG03349,Direct Labour,Pass,Beginner,Multi Skill,Repair,Repair
ENG03350,Direct Labour,Pass,Expert,Multi Skill,Service,Installation
ENG03351,Contractor,Merit,Beginner,Multi Skill,Repair,Installation
ENG03352,Contractor,Merit,Expert,Multi Skill,Installation,Service
ENG03353,Contractor,Pass,Expert,Multi Skill,Service,None
ENG03354,Contractor,Distinction,Expert,Single Skill,Installation,Repair
ENG03355,Contractor,Pass,Expert,Multi Skill,Repair,Service
ENG03356,Contractor,Merit,Expert,Multi Skill,Service,None
ENG03357,Contractor,Pass,Intermediate,Multi Skill,Service,Service
ENG03358,Contractor,Distinction,Beginner,Single Skill,Installation,Repair
ENG03359,Direct Labour,Merit,Expert,Multi Skill,Service,Service
ENG03360,Direct Labour,Pass,Beginner,Multi Skill,Repair,Installation
ENG03361,Contractor,Distinction,Expert,Single Skill,Service,Repair
ENG03362,Direct Labour,Distinction,Expert,Multi Skill,Service,Service
ENG03363,Direct Labour,Distinction,Intermediate,Single Skill,Repair,Repair
ENG03364,Contractor,Pass,Expert,Multi Skill,Installation,None
ENG03365,Direct Labour,Distinction,Expert,Single Skill,Service,None
ENG03366,Contractor,Pass,Expert,Single Skill,Service,Repair
ENG03367,Contractor,Pass,Expert,Multi Skill,Service,None
ENG03368,Contractor,Distinction,Intermediate,Multi Skill,Repair,Installation
ENG03369,Contractor,Distinction,Intermediate,Single Skill,Service,Installation
ENG03370,Direct Labour,Distinction,Expert,Multi Skill,Repair,Repair
ENG03371,Direct Labour,Distinction,Intermediate,Single Skill,Service,None
ENG03372,Direct Labour,Distinction,Expert,Single Skill,Repair,None
ENG03373,Contractor,Merit,Intermediate,Single Skill,Service,Service
ENG03374,Contractor,Merit,Expert,Multi Skill,Repair,Installation
ENG03375,Contractor,Pass,Intermediate,Single Skill,Repair,None
ENG03376,Direct Labour,Merit,Beginner,Multi Skill,Service,Repair
ENG03377,Direct Labour,Merit,Beginner,Single Skill,Repair,Service
ENG03378,Contractor,Merit,Intermediate,Multi Skill,Service,Service
ENG03379,Contractor,Distinction,Expert,Multi Skill,Installation,Service
ENG03380,Contractor,Merit,Intermediate,Multi Skill,Repair,Installation
ENG03381,Direct Labour,Merit,Intermediate,Multi Skill,Service,Repair
ENG03382,Direct Labour,Distinction,Expert,Single Skill,Installation,Installation
ENG03383,Contractor,Distinction,Intermediate,Single Skill,Repair,Service
ENG03384,Direct Labour,Distinction,Intermediate,Single Skill,Service,None
ENG03385,Direct Labour,Pass,Beginner,Single Skill,Service,Repair
ENG03386,Contractor,Distinction,Beginner,Single Skill,Service,Installation
ENG03387,Direct Labour,Pass,Beginner,Single Skill,Service,Repair
ENG03388,Contractor,Distinction,Intermediate,Multi Skill,Service,Service
ENG03389,Contractor,Pass,Intermediate,Multi Skill,Installation,None
ENG03390,Direct Labour,Distinction,Beginner,Multi Skill,Service,None
ENG03391,Contractor,Distinction,Expert,Single Skill,Installation,Installation
ENG03392,Contractor,Merit,Intermediate,Multi Skill,Service,Service
ENG03393,Direct Labour,Merit,Beginner,Single Skill,Installation,Repair
ENG03394,Contractor,Merit,Expert,Single Skill,Installation,None
ENG03395,Direct Labour,Pass,Intermediate,Multi Skill,Installation,Service
ENG03396,Direct Labour,Merit,Expert,Single Skill,Service,Repair
ENG03397,Contractor,Distinction,Expert,Multi Skill,Installation,Service
ENG03398,Direct Labour,Merit,Expert,Multi Skill,Installation,Repair
ENG03399,Contractor,Distinction,Expert,Single Skill,Repair,None
ENG03400,Contractor,Merit,Expert,Single Skill,Installation,Repair
ENG03401,Direct Labour,Distinction,Expert,Multi Skill,Service,Installation
ENG03402,Contractor,Merit,Expert,Multi Skill,Repair,Service
ENG03403,Direct Labour,Distinction,Beginner,Single Skill,Installation,None
ENG03404,Direct Labour,Merit,Intermediate,Single Skill,Installation,Repair
ENG03405,Direct Labour,Distinction,Beginner,Single Skill,Repair,Installation
ENG03406,Contractor,Merit,Beginner,Single Skill,Repair,Installation
ENG03407,Contractor,Merit,Expert,Multi Skill,Service,Installation
ENG03408,Contractor,Merit,Intermediate,Single Skill,Installation,Installation
ENG03409,Contractor,Merit,Intermediate,Multi Skill,Repair,Repair
ENG03410,Contractor,Distinction,Intermediate,Multi Skill,Installation,Service
ENG03411,Contractor,Distinction,Expert,Multi Skill,Service,Installation
ENG03412,Direct Labour,Distinction,Expert,Multi Skill,Service,Service
ENG03413,Contractor,Merit,Expert,Multi Skill,Installation,Service
ENG03414,Direct Labour,Pass,Beginner,Multi Skill,Service,None
ENG03415,Contractor,Distinction,Expert,Multi Skill,Service,None
ENG03416,Direct Labour,Pass,Expert,Multi Skill,Service,Repair
ENG03417,Direct Labour,Distinction,Beginner,Single Skill,Service,Installation
ENG03418,Contractor,Pass,Intermediate,Multi Skill,Service,None
ENG03419,Direct Labour,Distinction,Expert,Single Skill,Repair,None
ENG03420,Direct Labour,Merit,Expert,Single Skill,Installation,None
ENG03421,Contractor,Distinction,Intermediate,Multi Skill,Installation,None
ENG03422,Contractor,Pass,Expert,Multi Skill,Service,Repair
ENG03423,Contractor,Distinction,Expert,Single Skill,Repair,Installation
ENG03424,Contractor,Distinction,Intermediate,Multi Skill,Installation,Service
ENG03425,Direct Labour,Pass,Expert,Single Skill,Service,Service
ENG03426,Direct Labour,Pass,Beginner,Multi Skill,Installation,Installation
ENG03427,Contractor,Pass,Beginner,Multi Skill,Service,Repair
ENG03428,Contractor,Merit,Expert,Multi Skill,Service,None
ENG03429,Contractor,Distinction,Beginner,Multi Skill,Service,Service
ENG03430,Contractor,Pass,Intermediate,Multi Skill,Repair,Service
ENG03431,Contractor,Distinction,Intermediate,Single Skill,Repair,None
ENG03432,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Service
ENG03433,Direct Labour,Merit,Intermediate,Single Skill,Repair,None
ENG03434,Contractor,Distinction,Expert,Single Skill,Installation,None
ENG03435,Direct Labour,Merit,Beginner,Single Skill,Installation,None
ENG03436,Contractor,Distinction,Intermediate,Single Skill,Repair,Installation
ENG03437,Direct Labour,Merit,Intermediate,Multi Skill,Repair,Installation
ENG03438,Direct Labour,Pass,Expert,Multi Skill,Installation,Installation
ENG03439,Direct Labour,Distinction,Beginner,Single Skill,Installation,Repair
ENG03440,Direct Labour,Merit,Beginner,Single Skill,Service,Installation
ENG03441,Direct Labour,Merit,Intermediate,Multi Skill,Repair,None
ENG03442,Direct Labour,Pass,Expert,Single Skill,Installation,Service
ENG03443,Contractor,Merit,Expert,Single Skill,Installation,Service
ENG03444,Direct Labour,Pass,Beginner,Single Skill,Service,Service
ENG03445,Contractor,Pass,Beginner,Single Skill,Service,Installation
ENG03446,Contractor,Pass,Expert,Single Skill,Repair,Service
ENG03447,Direct Labour,Merit,Expert,Multi Skill,Repair,Service
ENG03448,Contractor,Pass,Expert,Multi Skill,Installation,Service
ENG03449,Contractor,Pass,Intermediate,Single Skill,Service,Service
ENG03450,Direct Labour,Pass,Intermediate,Single Skill,Service,Repair
ENG03451,Direct Labour,Distinction,Intermediate,Single Skill,Repair,Installation
ENG03452,Contractor,Merit,Expert,Multi Skill,Service,Service
ENG03453,Contractor,Pass,Expert,Single Skill,Installation,Service
ENG03454,Direct Labour,Pass,Intermediate,Multi Skill,Repair,None
ENG03455,Direct Labour,Distinction,Expert,Single Skill,Installation,None
ENG03456,Contractor,Distinction,Intermediate,Multi Skill,Service,None
ENG03457,Direct Labour,Merit,Intermediate,Single Skill,Installation,Repair
ENG03458,Direct Labour,Merit,Beginner,Multi Skill,Installation,Service
ENG03459,Contractor,Merit,Beginner,Single Skill,Service,Repair
ENG03460,Direct Labour,Distinction,Expert,Single Skill,Installation,Installation
ENG03461,Contractor,Merit,Beginner,Multi Skill,Installation,Service
ENG03462,Direct Labour,Merit,Beginner,Single Skill,Service,Repair
ENG03463,Contractor,Distinction,Intermediate,Single Skill,Installation,Installation
ENG03464,Direct Labour,Merit,Expert,Single Skill,Service,Service
ENG03465,Contractor,Distinction,Expert,Multi Skill,Service,Installation
ENG03466,Direct Labour,Merit,Expert,Multi Skill,Installation,Repair
ENG03467,Direct Labour,Pass,Expert,Single Skill,Repair,Installation
ENG03468,Direct Labour,Distinction,Expert,Multi Skill,Service,None
ENG03469,Contractor,Merit,Expert,Single Skill,Service,Service
ENG03470,Direct Labour,Pass,Intermediate,Single Skill,Repair,Repair
ENG03471,Direct Labour,Distinction,Beginner,Multi Skill,Service,Repair
ENG03472,Contractor,Distinction,Intermediate,Single Skill,Service,Repair
ENG03473,Contractor,Distinction,Intermediate,Multi Skill,Repair,Repair
ENG03474,Direct Labour,Distinction,Intermediate,Single Skill,Installation,Service
ENG03475,Direct Labour,Merit,Intermediate,Single Skill,Repair,None
ENG03476,Direct Labour,Merit,Beginner,Multi Skill,Repair,Installation
ENG03477,Contractor,Distinction,Intermediate,Multi Skill,Service,None
ENG03478,Direct Labour,Pass,Expert,Multi Skill,Installation,Installation
ENG03479,Direct Labour,Pass,Expert,Single Skill,Repair,Installation
ENG03480,Contractor,Distinction,Beginner,Multi Skill,Installation,None
ENG03481,Contractor,Distinction,Intermediate,Single Skill,Installation,Repair
ENG03482,Direct Labour,Merit,Expert,Single Skill,Service,None
ENG03483,Direct Labour,Distinction,Beginner,Multi Skill,Repair,Installation
ENG03484,Contractor,Merit,Beginner,Single Skill,Service,Service
ENG03485,Direct Labour,Merit,Beginner,Multi Skill,Repair,Repair
ENG03486,Contractor,Merit,Expert,Single Skill,Service,Repair
ENG03487,Contractor,Pass,Expert,Multi Skill,Repair,None
ENG03488,Direct Labour,Distinction,Intermediate,Single Skill,Repair,Repair
ENG03489,Direct Labour,Distinction,Intermediate,Single Skill,Installation,Repair
ENG03490,Direct Labour,Merit,Intermediate,Single Skill,Installation,Installation
ENG03491,Contractor,Pass,Beginner,Single Skill,Installation,Repair
ENG03492,Contractor,Pass,Intermediate,Single Skill,Service,Repair
ENG03493,Contractor,Pass,Intermediate,Single Skill,Installation,Service
ENG03494,Contractor,Distinction,Beginner,Single Skill,Installation,Repair
ENG03495,Contractor,Merit,Intermediate,Multi Skill,Repair,Installation
ENG03496,Contractor,Distinction,Intermediate,Single Skill,Service,Repair
ENG03497,Direct Labour,Pass,Beginner,Multi Skill,Repair,None
ENG03498,Direct Labour,Merit,Beginner,Multi Skill,Installation,Repair
ENG03499,Contractor,Distinction,Beginner,Multi Skill,Repair,None
ENG03500,Direct Labour,Merit,Intermediate,Single Skill,Repair,Service
ENG03501,Contractor,Merit,Intermediate,Multi Skill,Service,Repair
ENG03502,Direct Labour,Distinction,Beginner,Multi Skill,Service,Installation
ENG03503,Direct Labour,Distinction,Expert,Single Skill,Installation,Service
ENG03504,Contractor,Merit,Expert,Multi Skill,Service,Repair
ENG03505,Direct Labour,Merit,Beginner,Single Skill,Service,Installation
ENG03506,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Service
ENG03507,Direct Labour,Distinction,Beginner,Single Skill,Repair,None
ENG03508,Direct Labour,Pass,Beginner,Single Skill,Service,None
ENG03509,Direct Labour,Pass,Beginner,Single Skill,Installation,None
ENG03510,Contractor,Pass,Expert,Single Skill,Installation,Repair
ENG03511,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,None
ENG03512,Contractor,Pass,Beginner,Multi Skill,Installation,None
ENG03513,Direct Labour,Merit,Intermediate,Single Skill,Repair,None
ENG03514,Contractor,Distinction,Expert,Multi Skill,Installation,Installation
ENG03515,Contractor,Distinction,Beginner,Single Skill,Installation,None
ENG03516,Direct Labour,Distinction,Intermediate,Multi Skill,Installation,None
ENG03517,Direct Labour,Pass,Beginner,Single Skill,Installation,None
ENG03518,Contractor,Distinction,Beginner,Single Skill,Service,Repair
ENG03519,Contractor,Merit,Intermediate,Multi Skill,Installation,Repair
ENG03520,Direct Labour,Pass,Intermediate,Single Skill,Installation,Repair
ENG03521,Contractor,Merit,Beginner,Single Skill,Service,None
ENG03522,Direct Labour,Merit,Intermediate,Multi Skill,Installation,None
ENG03523,Contractor,Merit,Expert,Single Skill,Installation,Installation
ENG03524,Contractor,Merit,Intermediate,Single Skill,Service,Service
ENG03525,Direct Labour,Merit,Beginner,Single Skill,Service,Repair
ENG03526,Direct Labour,Merit,Expert,Multi Skill,Repair,None
ENG03527,Direct Labour,Distinction,Expert,Multi Skill,Repair,Service
ENG03528,Direct Labour,Pass,Intermediate,Multi Skill,Installation,Repair
ENG03529,Contractor,Merit,Expert,Multi Skill,Service,Installation
ENG03530,Contractor,Pass,Intermediate,Multi Skill,Installation,None
ENG03531,Contractor,Pass,Beginner,Multi Skill,Repair,Installation
ENG03532,Contractor,Merit,Expert,Single Skill,Repair,Service
ENG03533,Direct Labour,Pass,Intermediate,Multi Skill,Installation,Service
